MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,County or Parish,State or Prov.,Location,Missing,Link
74912,,"Barbour County / Taylor County",,,"1964","West Virginia Historic Commission",39.23933,-80.14416,,"Astor","Taylor County",West Virginia,"Marker is on Galloway Road (West Virginia Route 76) south of Barbour Corners, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=74912
74913,,"Flemington",,,"2012","West Virginia Archives and History",39.26641,-80.13191,,"Flemington","Taylor County",West Virginia,"Marker is on Walnut Avenue (West Virginia Route 76) near Catcher Street and Simpson Road (County Route 3 & 13), on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=74913
74914,,"West Virginia College",,,"1982","West Virginia Department of Culture and History",39.26714,-80.11920,,"Flemington","Taylor County",West Virginia,"Marker is on Simpson Road (County Route 13) just west of Local Route 13/21, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=74914
74915,,"John Simpson",,,"2009","West Virginia Archives and History",39.26850,-80.08666,,"Simpson","Taylor County",West Virginia,"Marker is on Simpson Road (County Route 13) near the Simpson Community Park, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=74915
74918,,"Anna Jarvis' Birthplace",,,"1980","West Virginia Department of Culture and History",39.29366,-80.04413,,"Webster","Taylor County",West Virginia,"Marker is on U.S. 250, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=74918
74923,,"Industrial School for Boys",,,"1965","West Virginia Historic Commission",39.33247,-80.07634,,"Pruntytown","Taylor County",West Virginia,"Marker is at the intersection of U.S. 250 and Valley Falls Road (County Route 18), on the left when traveling south on U.S. 250. ",,http://www.hmdb.org/m.asp?m=74923
74924,,"First Taylor County Jail",,,,,39.33331,-80.07637,,"Pruntytown","Taylor County",West Virginia,"Marker is on Valley Falls Road (County Route 18) south of U.S. 50, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=74924
74929,,"Pruntytown",,,"2009","West Virginia Archives and History",39.33350,-80.07639,,"Pruntytown","Taylor County",West Virginia,"Marker is on Valley Falls Road (County Route 18) just south of U.S. 50, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=74929
74933,,"John Barton Payne",,,"2009","West Virginia Archives and History",39.33387,-80.07611,,"Pruntytown","Taylor County",West Virginia,"Marker is on U.S. 50 east of U.S. 250, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=74933
75013,,"The First Campaign","Civil War Begins in the Mountains of (West) Virginia","The First Campaign",,"West Virginia Civil War Trails",39.34136,-80.02074,,"Grafton","Taylor County",West Virginia,"Marker is on West Main Street (U.S. 119) west of St. John Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=75013
75017,,"Valley Falls",,,,,39.35187,-80.03783,,"Grafton","Taylor County",West Virginia,"Marker is at the intersection of U.S. 50 and West Virginia Route 310, on the right when traveling west on U.S. 50. ",,http://www.hmdb.org/m.asp?m=75017
75019,,"Old Catholic Cemetery",,,"1982","West Virginia Department of Culture and History",39.34434,-80.02407,,"Grafton","Taylor County",West Virginia,"Marker is at the intersection of North Pike Street (U.S. 50) and West Wifford Street, on the right when traveling west on North Pike Street. ",,http://www.hmdb.org/m.asp?m=75019
75020,,"Grafton",,,,,39.34637,-80.00395,,"Grafton","Taylor County",West Virginia,"Marker is at the intersection of North Pike Street (U.S. 50) and Victory Avenue (Route 119), on the left when traveling west on North Pike Street. ",,http://www.hmdb.org/m.asp?m=75020
75029,,"Federal Dam",,,,,39.34642,-80.00405,,"Grafton","Taylor County",West Virginia,"Marker is at the intersection of North Pike Street (U.S. 50) and Victory Avenue (U.S. 119), on the left when traveling west on North Pike Street. ",,http://www.hmdb.org/m.asp?m=75029
75030,,"Francis H. Pierpont Home","“Father of West Virginia”",,,"West Virginia Civil War Trails",39.48656,-80.14041,,"Fairmont","Marion County",West Virginia,"Marker is at the intersection of Quincy Street (U.S. 19) and Jackson Street (U.S. 19), on the right when traveling north on Quincy Street. ",,http://www.hmdb.org/m.asp?m=75030
75051,,"Barrackville Covered Bridge",,,"1971","West Virginia Department of Culture and History",39.50559,-80.16782,,"Barrackville","Marion County",West Virginia,"Marker is at the intersection of Pike Street / Monumental Road (County Route 21) and Buffalo Road (Local Route 250/32), on the right when traveling north on Pike Street / Monumental Road. ",,http://www.hmdb.org/m.asp?m=75051
75073,,"<i>Mortality</i>",,,,,37.80189,-81.21696,"One Tamarack Park","Beckley","Raleigh County",West Virginia,"",,http://www.hmdb.org/m.asp?m=75073
75089,,"Indian Raid",,,"2010","West Virginia Archives and History",39.51149,-80.25285,,"Farmington","Marion County",West Virginia,"Marker is at the intersection of U.S. 250 and West Virginia Route 218, on the right when traveling north on U.S. 250. ",,http://www.hmdb.org/m.asp?m=75089
75093,,"Coon’s Fort",,,"2008","West Virginia Archives and History",39.45671,-80.24051,,"Worthington","Marion County",West Virginia,"Marker is on U.S. 19 north of West Virginia Route 218, on the left when traveling south. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=75093
75098,,"Marion County / Taylor County",,,,,39.39288,-80.19698,,"Boothsville","Taylor County",West Virginia,"Marker is on Middletown Road (Local Route 73/73) south of Rock Union Road, on the left when traveling south. ",Confirmed Missing,http://www.hmdb.org/m.asp?m=75098
75117,,"“Arthurdale”",,,"1963","West Virginia Historic Commission",39.49593,-79.81431,,"Arthurdale","Preston County",West Virginia,"Marker is on U.S. 92 just south of X Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=75117
75121,,"Imagining an Iron Furnace in Operation",,"The River of Promise Trail",,"the Preston County Historical Society",39.52921,-79.63316,,"Albright","Preston County",West Virginia,"Marker is on North Preston Highway (West Virginia Route 26) 2.7 miles north of Albright, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=75121
75124,"H-3","Cow Run Sand",,,"1963","West Virginia Historic Commission, and sponsored by the W. Va. Centennial Committee of the Oil and Natural Gas Industry",39.51030,-79.76460,,"Reedsville","Preston County",West Virginia,"Marker is on West Virginia Route 7 just east of Indian Rock Road, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=75124
75142,,"Dunkard Bottom",,,"2012","West Virginia Department of Culture and History",39.46029,-79.64974,,"Albright","Preston County",West Virginia,"Marker is at the intersection of West Virginia Route 7 and St. Joe Road (Local Route 7/12), on the right when traveling west on State Route 7. ",,http://www.hmdb.org/m.asp?m=75142
75144,,"From Agriculture to Mining",,,,"Paint Creek Scenic Trail and America's Byways",37.80195,-81.21644,"One Tamarack Park","Beckley","Raleigh County",West Virginia,"",,http://www.hmdb.org/m.asp?m=75144
75147,,"Preston County / Maryland",,,"2012","West Virginia Archives and History",39.41933,-79.48402,,"Hopemont","Preston County",West Virginia,"Marker is on West Virginia Route 7 near the state line with Maryland, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=75147
75165,,"The Indian Path",,,,"Paint Creek Scenic Trail and America's Byways",37.80195,-81.21644,"One Tamarack Park","Beckley","Raleigh County",West Virginia,"",,http://www.hmdb.org/m.asp?m=75165
75176,,"Lewisburg Graded School Bell",,,,"City of Lewisburg",37.80303,-80.44508,,"Lewisburg","Greenbrier County",West Virginia,"Marker is at the intersection of Jefferson Street (U.S. 219) and Randolph Street, on the left when traveling north on Jefferson Street. ",,http://www.hmdb.org/m.asp?m=75176
75184,,"By King’s Command",,,"2009","West Virginia Archives and History",39.27842,-79.29370,,"Mt. Storm","Grant County",West Virginia,"Marker is on George Washington Highway (U.S. 50) west of Cherry Ridge Road, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=75184
75185,,"Fort Ogden",,,"2012","West Virginia Archives and History",39.27842,-79.29370,,"Mt. Storm","Grant County",West Virginia,"Marker is on George Washington Highway (U.S. 50) west of Cherry Ridge Road, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=75185
75198,,"Colonial Army Rendezvous",,,,,37.80261,-80.44473,,"Lewisburg","Greenbrier County",West Virginia,"Marker is at the intersection of Jefferson Street (U.S. 219) and Randolph Street, on the left when traveling north on Jefferson Street. ",,http://www.hmdb.org/m.asp?m=75198
75200,,"Tribute to Men of the Mountains",,,,,37.80335,-80.44525,"200 Court Street","Lewisburg","Greenbrier County",West Virginia,"Marker is on Court Street north of Randolph Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=75200
75364,,"Rev. John McElhenney, D.D.","Born March 1781 • Died Jan. 2nd, 1871",,,,37.80174,-80.44824,"200 South Church Street","Lewisburg","Greenbrier County",West Virginia,"Marker is on Church Street south of Foster Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=75364
75365,,"Greenbrier County War Memorial",,,,,37.80344,-80.44512,"200 Court Street","Lewisburg","Greenbrier County",West Virginia,"Memorial is on Court Street north of Randolph Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=75365
75375,"K","Battle of Lewisburg","23 May 1862",,,,37.80158,-80.44847,"200 South Church Street","Lewisburg","Greenbrier County",West Virginia,"Marker is on Church Street south of Foster Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=75375
75421,,"The Springhouse",,,,"The Greenbrier",37.78748,-80.31284,"300 West Main Street","White Sulphur Springs","Greenbrier County",West Virginia,"",,http://www.hmdb.org/m.asp?m=75421
75422,,"The Springhouse",,,,"The Greenbrier",37.78767,-80.31249,"300 West Main Street","White Sulphur Springs","Greenbrier County",West Virginia,"",,http://www.hmdb.org/m.asp?m=75422
75435,,"Tennis and the Outdoor Swimming Pool",,,,"The Greenbrier",37.78707,-80.31293,"300 West Main Street","White Sulphur Springs","Greenbrier County",West Virginia,"",,http://www.hmdb.org/m.asp?m=75435
75843,,"Charles Ellet, Jr.","(1810 – 1862)",,"1999","Wheeling Chapter, Daughters of the American Revolution",40.06995,-80.72903,,"Wheeling","Ohio County",West Virginia,"Marker is at the intersection of Virginia Street (U.S. 40) and South Front Street, on the right when traveling east on Virginia Street. ",,http://www.hmdb.org/m.asp?m=75843
76501,,"Berea Sand",,,"2009","West Virginia Archives & History",37.77323,-80.37816,,"Caldwell","Greenbrier County",West Virginia,"Marker is on Midland Trail (U.S. 60) 1.2 miles west of Harts Run Road (County Road 60/14), on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=76501
76509,,"Organ Cave",,,,,37.71258,-80.44142,,"Ronceverte","Greenbrier County",West Virginia,"Marker is at the intersection of 219 and Hokes Mill Road (County Road 62), on the right when traveling west on 219. ",,http://www.hmdb.org/m.asp?m=76509
76513,,"Ronceverte",,,"1980","West Virginia Department of History and Culture",37.74759,-80.46905,,"Ronceverte","Greenbrier County",West Virginia,"Marker is at the intersection of West Main Street (U.S. 219) and Locust Street, on the right when traveling south on West Main Street. ",,http://www.hmdb.org/m.asp?m=76513
76515,,"Alderson",,,,,37.72580,-80.64260,,"Alderson","Greenbrier County",West Virginia,"Marker is at the intersection of Riverview Avenue (West Virginia Route 12) and Monroe Street, on the right when traveling east on Riverview Avenue. ",,http://www.hmdb.org/m.asp?m=76515
76519,,"Alderson Baptist Academy and Junior College",,,"1979","Alumni Association<br>West Virginia Department of Culture and History",37.72871,-80.64149,,"Alderson","Greenbrier County",West Virginia,"Marker is on North Monroe Street north of Walnut Avenue, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=76519
76553,,"Greenbrier County / Monroe County",,,"1964","West Virginia Historical Commission",37.72433,-80.64301,,"Alderson","Monroe County",West Virginia,"Marker can be reached from the intersection of South Monroe Street and Railroad Avenue (West Virginia Route 3). ",,http://www.hmdb.org/m.asp?m=76553
76596,,"Reformatory for Women",,,"1965","West Virginia Historical Commission",37.72483,-80.65051,,"Alderson","Monroe County",West Virginia,"Marker is at the intersection of Railroad Ave (West Virginia Route 3) and Greenbrier River Bridge (West Virginia Route 3), on the left when traveling west on Railroad Ave. ",,http://www.hmdb.org/m.asp?m=76596
76618,,"Keslers Cross Lanes / First County Court",,,"2011","West Virginia Archives and History",38.23340,-80.93466,,"Keslers Cross Lanes","Nicholas County",West Virginia,"Marker is at the intersection of West Virginia Route 129 and Whitewater Road (County Route 9), on the left when traveling south on State Route 129. ",,http://www.hmdb.org/m.asp?m=76618
76621,,"Cross Lanes Battle",,,"2010","West Virginia Archives & History",38.23340,-80.93463,"5995 Summersville Lake Rd","Keslers Cross Lanes","Nicholas County",West Virginia,"Marker is at the intersection of Summersville Lake Road (West Virginia Route 129) and Whitewater Road (County Route 9), on the right when traveling south on Summersville Lake Road. ",,http://www.hmdb.org/m.asp?m=76621
76636,,"Greenbrier County / Summers County",,,"2008","West Virginia Archives & History",37.73238,-80.66440,,"Alderson","Greenbrier County",West Virginia,"Marker is on West Virginia Route 3, 0.2 miles east of Big Branch Road (County Road 3/11), on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=76636
76639,,"Fort Greenbrier",,,,,37.65195,-80.73045,,"Talcott","Summers County",West Virginia,"Marker is at the intersection of West Virginia Route 3 and Graham House Road, on the right when traveling north on State Route 3. ",,http://www.hmdb.org/m.asp?m=76639
76649,,"Civil War Monument",,,"1982","West Virginia Department of Culture and History",37.59507,-80.54276,,"Union","Monroe County",West Virginia,"Memorial is on 5th Street (U.S. 219) 0.1 miles north of Knobs Road, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=76649
76653,,"Wreck on the C&O",,,,"Summers County Historical Commission<br>West Virginia Division of Culture & History",37.65025,-80.87702,,"Hinton","Summers County",West Virginia,"Marker is on Greenbrier Drive (West Virginia Route 3) 0.4 miles west of Locust Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=76653
76682,,"Fort Culbertson",,,,,37.65029,-80.88054,,"Hinton","Summers County",West Virginia,"Marker is at the intersection of Cedar Street and Greenbrier Drive (West Virginia Route 3), on the right when traveling north on Cedar Street. ",,http://www.hmdb.org/m.asp?m=76682
76684,,"Hinton",,,,,37.67244,-80.89159,"120 Ballengee Street","Hinton","Summers County",West Virginia,"Marker is at the intersection of Ballengee Street (West Virginia Route 107) and Park Avenue (West Virginia Route 107), on the left when traveling south on Ballengee Street. ",,http://www.hmdb.org/m.asp?m=76684
76691,,"Oakwood Mine Complex",,,"2012","West Virginia Dep Abandoned Mine Lands<br>West Virginia Archives & History",37.96464,-81.19042,,"Oak Hill","Fayette County",West Virginia,"Marker is at the intersection of West Virginia Route 612 and Torrey Fork Road (County Route 15/2), on the right when traveling west on State Route 612. ",,http://www.hmdb.org/m.asp?m=76691
76708,,"Vandalia Cemetery",,,,,38.05300,-81.10622,,"Fayetteville","Fayette County",West Virginia,"Marker is on High Street north of West Wiseman Avenue, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=76708
76721,,"Dry Creek Battle",,,"1963","West Virginia Historic Commission",37.80225,-80.28547,"East Main Street","White Sulphur Springs","Greenbrier County",West Virginia,"Marker is at the intersection of East Main St. (U.S. 60) and West Virginia Route 92, on the right when traveling west on East Main St.. ",,http://www.hmdb.org/m.asp?m=76721
76724,,"Fayetteville Town Park",,,"1990","LaFayette Post No, 149, The American Legion, West Virginia Department of Culture and History",38.05636,-81.09526,"124 Park Drive","Fayetteville","Fayette County",West Virginia,"Memorial is at the intersection of Academy Court (County Road 8) and Park Drive, on the right when traveling east on Academy Court. ",,http://www.hmdb.org/m.asp?m=76724
76728,,"The Battle of White Sulphur",,,,,37.80282,-80.28566,"9 Alvon Road","White Sulphur Springs","Greenbrier County",West Virginia,"Marker is at the intersection of Alvon Road (West Virginia Route 92) and Pleasant Valley Road, on the right when traveling north on Alvon Road. ",,http://www.hmdb.org/m.asp?m=76728
76738,,"State Capitol",,,,,38.35075,-81.63337,"815 Lee Street East","Charleston","Kanawha County",West Virginia,"Marker is at the intersection of Lee Street East (U.S. 60) and Capitol Street, on the right when traveling east on Lee Street East. ",,http://www.hmdb.org/m.asp?m=76738
76741,,"The Block",,,"2013","Charleston Convention & Visitors Bureau<br>West Virginia Archives & History",38.35007,-81.63046,"1010 Washington Street East","Charleston","Kanawha County",West Virginia,"Marker is on Shrewsbury Street north of Washington Street East (U.S. 60), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=76741
76760,,"The Block",,,,,38.35167,-81.62859,"607 Shrewsbury Street","Charleston","Kanawha County",West Virginia,"Marker is on Shrewsbury Street north of Christopher Street, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=76760
76824,,"Lewis’ March",,,"1974","West Virginia Department of Archives and History",38.33478,-81.60656,,"Charleston","Kanawha County",West Virginia,"Marker is at the intersection of Kanawha Boulevard East (U.S. 60) and Veazey Street, on the right when traveling east on Kanawha Boulevard East. ",,http://www.hmdb.org/m.asp?m=76824
76859,"X-2","Ruffner Well",,,"1963","The W. Va. Centennial Committee of the oil and natural gas industry<br>West Virginia Historic Commission",38.30269,-81.55612,,"Malden","Kanawha County",West Virginia,"Marker is at the intersection of Kanawha Boulevard East (U.S. 60) and Georges Drive, on the right when traveling south on Kanawha Boulevard East. ",,http://www.hmdb.org/m.asp?m=76859
76879,,"Rev. Ruffner's Grave",,,"2009","West Virginia Archives & History",38.30085,-81.55666,"3924 Malden Drive","Malden","Kanawha County",West Virginia,"Marker is at the intersection of Georges Drive and Malden Drive (County Road 60/6), on the right when traveling west on Georges Drive. ",,http://www.hmdb.org/m.asp?m=76879
76880,"KA 3/KA 4","Malden / Booker T. Washington Homeplace",,,,"West Virginia Department of Culture and History",38.29884,-81.55768,"4200 Malden Drive","Malden","Kanawha County",West Virginia,"Marker is at the intersection of Malden Drive (County Route 60/6) and Cypress Drive on Malden Drive. <font color=red> Reported permanently removed.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=76880
76882,,"Samuel Shrewsbury House",,,"2008","West Virginia Archives & History",38.23769,-81.54385,"310 Stubb Drive","Belle","Kanawha County",West Virginia,"Marker is on West Dupont Avenue (County Road 60/12) ½ mile east of Simmons Creek Road (County Road 60/15), on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=76882
76931,,"Fayette County / Kanawha County",,,,,38.18042,-81.32893,,"Montgomery","Fayette County",West Virginia,"Marker is on Fayette Pike West (West Virginia Route 61) 0.1 miles east of Jackson Street, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=76931
76933,,"West Virginia Institute of Technology",,,"1964","West Virginia Historic Commission",38.18039,-81.32490,"405 Fayette Pike","Montgomery","Fayette County",West Virginia,"Marker is on Fayette Pike West (West Virginia Route 61) 0.3 miles east of Jackson Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=76933
76957,"RA 1","Wildwood",,,,"West Virginia Department of Culture and History",37.77164,-81.17350,"123 Laurel Terrace","Beckley","Raleigh County",West Virginia,"Marker can be reached from Laurel Terrace west of F Street. ",,http://www.hmdb.org/m.asp?m=76957
78288,,"Townsend's Ferry",,,"2007","Descendants of John Townsend: West Virginia Division of Archives and History",38.06587,-81.07689,,"Fayetteville","Fayette County",West Virginia,"Marker is on Fayette Station Rd. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=78288
78389,,"Hawks Nest Tunnel Disaster Workers Grave Site",,,"2011","Nicholas County H. S. Chapter of Future Business Leaders of America, West Virginia Archives and History",38.23230,-80.85088,"44 Hilltop Drive","Mt. Lookout","Nicholas County",West Virginia,"Marker is on Mountaineer Expressway (U.S. 19) near Whippoorwill Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=78389
78390,,"Hawks Nest Workers Memorial and Grave Site",,,,,38.23454,-80.85259,,"Mt. Lookout","Nicholas County",West Virginia,"Marker is on Hilltop Drive, 0.1 miles west of Mountaineer Expressway (U.S. 19), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=78390
78392,,"Summersville",,,,,38.28102,-80.85145,,"Summersville","Nicholas County",West Virginia,"Marker is on Main Street (West Virginia Route 41), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=78392
78393,,"Nancy Hart's Capture",,,"1963","West Virginia Historic Commission",38.28101,-80.85114,,"Summersville","Nicholas County",West Virginia,"Marker is at the intersection of Main Street (West Virginia Route 41) and Church Street, on the right when traveling east on Main Street. ",,http://www.hmdb.org/m.asp?m=78393
78394,,"Gen. Lightburn",,,,,39.10934,-80.40656,"6113 Main Street","Jane Lew","Lewis County",West Virginia,"Marker is at the intersection of Main Street (U.S. 19) and High Street (County Route 8), on the right when traveling north on Main Street. ",,http://www.hmdb.org/m.asp?m=78394
78395,,"Hacker's Creek / Jane Lew",,,,,39.10963,-80.40676,"6113 Main Street","Jane Lew","Lewis County",West Virginia,"Marker is on Main Street (U.S. 19) 0.1 miles north of High Street (County Route 8), on the left when traveling north. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=78395
78396,,"First M.P. Church",,,"2008","West Virginia Archives and History",39.11036,-80.40694,"6158 Main Street","Jane Lew","Lewis County",West Virginia,"Marker is at the intersection of Main Street (U.S. 19) and Depot Street, on the right when traveling north on Main Street. ",,http://www.hmdb.org/m.asp?m=78396
78484,,"Walter Reuther",,,"2005","West Virginia Division of Archives and History",40.03402,-80.68836,,"Bethlehem","Ohio County",West Virginia,"Marker is on Ridgecrest Road (West Virginia Route 88) 0.1 miles north of Maple Lane, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=78484
78793,,"In Memoriam",,,"1993",,40.06842,-80.72498,,"Wheeling","Ohio County",West Virginia,"Memorial can be reached from Wheeling Heritage Trail. ",,http://www.hmdb.org/m.asp?m=78793
79896,,"Gibson-Linn",,,"1964","West Virginia Historic Commission",40.07604,-80.72286,,"Wheeling","Ohio County",West Virginia,"Marker is on Stone Boulevard, 0.2 miles north of West Chapline Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=79896
79897,,"St. John's Episcopal Church",,,"1970","West Virginia Department of Archives and History",40.34930,-80.54880,,"Colliers","Brooke County",West Virginia,"Marker can be reached from the intersection of Eldersville Road (West Virginia Route 27) and St. John's Road, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=79897
79898,,"Waugh Flour Mills",,,"1975","West Virginia Department of Archives and History",40.24072,-80.59776,,"Wellsburg","Brooke County",West Virginia,"Marker is on Bethany Pike (West Virginia Route 67) 0.1 miles north of McCord Hill Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=79898
79899,,"Bethany / Bethany College",,,"1995","West Virginia, Archives and History",40.20526,-80.56562,,"Bethany","Brooke County",West Virginia,"Marker is on Main Street (West Virginia Route 67) 0.2 miles east of West Virginia Route 88, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=79899
79900,,"Bethany / Rice's Fort",,,,,40.20517,-80.55741,,"Bethany","Brooke County",West Virginia,"Marker is at the intersection of Main Street (Route 67) and Fairway Street, on the right when traveling east on Main Street. ",,http://www.hmdb.org/m.asp?m=79900
79901,,"Renner Union - Bethany House",,,,,40.20543,-80.55783,,"Bethany","Brooke County",West Virginia,"Marker can be reached from the intersection of College Street and Main Street (West Virginia Route 67). ",,http://www.hmdb.org/m.asp?m=79901
80241,,"Tollgate",,,"2009","West Virginia Archives & History",39.26907,-80.91613,,"Tollgate","Ritchie County",West Virginia,"Marker is at the intersection of Cabin Run Road (County Route 10) and U.S. 50, on the right when traveling north on Cabin Run Road. <font color=red> Reported missing.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=80241
80243,,"Early Settlers",,,,,39.40188,-81.19826,"1411 Wilson St","St. Marys","Pleasants County",West Virginia,"Marker is on Wilson Street (West Virginia Route 2) 0.1 miles north of Maple Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=80243
80244,,"Pleasants County / State of Ohio",,,,,39.38552,-81.21125,,"St. Marys","Pleasants County",West Virginia,"Marker is at the intersection of Carpenter Bridge and West Virginia Route 2, on the right when traveling west on Carpenter Bridge. ",,http://www.hmdb.org/m.asp?m=80244
80245,,"Hi Carpenter Bridge",,,"1967","St. Mary's Kiwanis Club",39.38579,-81.21145,,"St. Marys","Pleasants County",West Virginia,"Marker is at the intersection of Carpenter Bridge and West Virginia Route 2, on the right when traveling west on Carpenter Bridge. ",,http://www.hmdb.org/m.asp?m=80245
80246,,"St. Marys",,,,,39.38927,-81.20564,"216 S Pleasants Hwy","St. Marys","Pleasants County",West Virginia,"Marker is at the intersection of 3rd Street / South Pleasants Highway (West Virginia Route 2) and George Street, on the right when traveling north on 3rd Street / South Pleasants Highway. ",,http://www.hmdb.org/m.asp?m=80246
80247,,"Vaucluse",,,"2008","West Virginia Archives & History",39.38621,-81.23550,,"St. Marys","Pleasants County",West Virginia,"Marker is on South Pleasants Highway (West Virginia Route 2) 0.2 miles south of Old Greens Run Road (County Route 14), on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=80247
80248,,"Mason-Dixon Line",,,"1966","West Virginia Historic Commission",39.72058,-80.82303,,"New Martinsville","Wetzel County",West Virginia,"Marker is on West Virginia Route 2, 0.7 miles north of West Virginia Route 89. ",,http://www.hmdb.org/m.asp?m=80248
80249,,"Marshall County / Wetzel County",,,,,39.71999,-80.82288,,"New Martinsville","Wetzel County",West Virginia,"Marker is on West Virginia Route 2, 0.7 miles north of West Virginia Route 89, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=80249
80250,,"New Martinsville",,,"1964","West Virginia Historic Commission",39.63784,-80.85766,,"New Martinsville","Wetzel County",West Virginia,"Marker is at the intersection of West Virginia Route 2 and Harlan Drive, on the right when traveling south on State Route 2. ",,http://www.hmdb.org/m.asp?m=80250
80251,,"Sistersville",,,,,39.56468,-80.99473,,"Sistersville","Tyler County",West Virginia,"Marker is at the intersection of Wells Street (West Virginia Route 2) and Elizabeth Street, on the left when traveling west on Wells Street. ",,http://www.hmdb.org/m.asp?m=80251
80252,,"""Big Moses"" Well / Polecat Oil Well",,,"1980","West Virginia Department of Culture and History",39.56463,-80.99855,,"Sistersville","Tyler County",West Virginia,"Marker is at the intersection of Riverside Drive and Catherine Street, on the right when traveling south on Riverside Drive. ",,http://www.hmdb.org/m.asp?m=80252
80253,,"Little Sister",,,,,39.56459,-80.99876,,"Sistersville","Tyler County",West Virginia,"Marker can be reached from the intersection of Riverside Drive and Catherine Street. ",,http://www.hmdb.org/m.asp?m=80253
80254,,"Wells Family Cemetery",,,"2014","Wells Cemetery Fund, West Virginia Archives & History",39.55741,-81.00415,,"Sistersville","Tyler County",West Virginia,"Marker is at the intersection of West Virginia Route 2 and County Route 28, on the right when traveling south on State Route 2. ",,http://www.hmdb.org/m.asp?m=80254
80381,,"Hancock County / State of Pennsylvania",,,,,40.40515,-80.51918,,"Weirton","Hancock County",West Virginia,"Marker is at the intersection of Steubenville Pike and Gardner Road, on the right when traveling west on Steubenville Pike. ",,http://www.hmdb.org/m.asp?m=80381
80383,,"Peter Tarr Furnace",,,,,40.43739,-80.57276,,"Weirton","Hancock County",West Virginia,"Marker can be reached from the intersection of King's Creek Road and Patricia Drive, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=80383
80384,,"Holliday's Cove",,,,,40.40208,-80.58885,,"Weirton","Hancock County",West Virginia,"Marker is at the intersection of Cove Road and Main Street (West Virginia Route 2), on the right when traveling west on Cove Road. ",,http://www.hmdb.org/m.asp?m=80384
80385,,"Three Springs Church",,,"1979","West Virginia Department of Culture and History",40.42182,-80.56627,,"Weirton","Hancock County",West Virginia,"Marker is at the intersection of South 17th Street and Pennsylvania Avenue (West Virginia Route 105), on the right when traveling west on South 17th Street. ",,http://www.hmdb.org/m.asp?m=80385
80388,,"Cameron City Pool",,,"2013","Mayor Julie Beresford/Friends of Cameron Pool, West Virginia Archives & History",39.82897,-80.56683,,"Cameron","Marshall County",West Virginia,"Marker can be reached from Park Avenue. ",,http://www.hmdb.org/m.asp?m=80388
