MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,County or Parish,State or Prov.,Location,Missing,Link
41569,,"Henry Lawson Wyatt",,,"1912","United Daughters of the Confederacy, North Carolina Divison",35.78071,-78.63955,,"Raleigh","Wake County",North Carolina,"Marker is on North Salisbury Street. ",,http://www.hmdb.org/m.asp?m=41569
41570,"H-89","N.C. Pharmaceutical Association",,,"1979","Division of Archives and History",35.77996,-78.63822,,"Raleigh","Wake County",North Carolina,"Marker is on South Wilmington Street, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=41570
41572,,"Charlotte Hawkins Brown Museum",,,,"Division of State Historic Sites and Properties",36.06810,-79.62482,"6136 Burlington Road","Sedalia","Guilford County",North Carolina,"Marker is on US Highway 70, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=41572
41575,,"Carrie M. Stone Cottage 1948",,,,,36.06802,-79.62431,"6136 Burlington Road","Sedalia","Guilford County",North Carolina,"Marker is on US Highway 70, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=41575
41744,,"The Origins of Palmer Memorial Institute",,,,"Division of State Historic Sites and Properties",36.06814,-79.62479,"6136 Burlington Road","Sedalia","Guilford County",North Carolina,"Marker is on US Highway 70, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=41744
41751,,"Charles W. Eliot Hall","1934",,,"Division of State Historic Sites and Properties",36.06774,-79.62448,"6136 Burlington Road","Sedalia","Guilford County",North Carolina,"Marker can be reached from US Highway 70. ",,http://www.hmdb.org/m.asp?m=41751
41753,,"Athletic Field",,,,,36.06642,-79.62053,,"Sedalia","Guilford County",North Carolina,"Marker is at the intersection of US Highway 70 and Palmer Farm Road on US Highway 70. ",,http://www.hmdb.org/m.asp?m=41753
41936,"Q15","Fort Hembree",,,"1939","State Historical Commission",35.04575,-83.81827,,"Hayesville","Clay County",North Carolina,"Marker is at the intersection of Main Street and Hiawasee Street, on the right when traveling north on Main Street. ",,http://www.hmdb.org/m.asp?m=41936
41938,"Q-37","George W. Truett",,,"1950","Archives, Conservation and Highway Departments",35.04647,-83.81975,,"Hayesville","Clay County",North Carolina,"Marker is at the intersection of Hiawasee Street (Business U.S. 64) and Pass Street, on the right when traveling north on Hiawasee Street. ",,http://www.hmdb.org/m.asp?m=41938
41949,,"Quanassee Town and the Spikebuck Mound",,,,"Cherokee Preservation Foundation",35.04763,-83.80857,,"Hayesville","Clay County",North Carolina,"Marker can be reached from Anderson Street. ",,http://www.hmdb.org/m.asp?m=41949
41950,,"In Memory Our War Dead",,,,"Veterans of Foreign Wars",35.04563,-83.81837,,"Hayesville","Clay County",North Carolina,"Marker is at the intersection of Main Street and Herbert Street, on the right when traveling north on Main Street. ",,http://www.hmdb.org/m.asp?m=41950
41993,,"Battle of Averasboro","Phase One – March 15, 16, 1865",,"1961","Archives and Highway Departments. Confederate Centennial Commission",35.23247,-78.67863,,"Dunn","Harnett County",North Carolina,"Marker is at the intersection of Burnett Road (State Highway 82) and Ross West Road, on the right when traveling south on Burnett Road. <font color=red> Reported missing.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=41993
41994,,"Prelude to Averasboro",,,"1961","Archives and Highway Departments. Confederate Centennial Commission",35.23247,-78.67863,,"Dunn","Harnett County",North Carolina,"Marker is at the intersection of Burnett Road (State Highway 82) and Ross West Road, on the right when traveling south on Burnett Road. ",,http://www.hmdb.org/m.asp?m=41994
42001,,"North Carolina","Civil War Trails",,,"North Carolina Civil War Trails",35.26635,-78.67197,,"Godwin","Harnett County",North Carolina,"Marker is on Burnett Road (State Highway 82) south of Arrowhead Road, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=42001
42002,,"Battle of Averasboro","Confederate First Defensive Line","Carolinas Campaign",,"North Carolina Civil War Trails",35.25214,-78.68065,"8713 Burnett Road","Godwin","Cumberland County",North Carolina,"Marker is on Burnett Road (State Highway 82) south of West Thornton Road (State Highway 1736), on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=42002
42003,"I-52","Rev. James Campbell",,,"1980","North Carolina Division of Archives and History",35.24325,-78.81801,"9498 U.S. 401","Linden","Cumberland County",North Carolina,"Marker is at the intersection of Ramsey Street (U.S. 401) and East Reeves Bridge Road, on the right when traveling north on Ramsey Street. ",,http://www.hmdb.org/m.asp?m=42003
42132,,"George Washington",,,,"New Hanover Historical Commission",34.23410,-77.94850,,"Wilmington","New Hanover County",North Carolina,"Marker is at the intersection of South Front Street and Dock Street, on the right when traveling north on South Front Street. ",,http://www.hmdb.org/m.asp?m=42132
42253,,"The John Allen House",,,"2011","Alamance County Tourism Development Authority and Convention and Visitors Bureau",36.01016,-79.52169,"5803 NC-62 S","Burlington","Alamance County",North Carolina,"Marker can be reached from North Carolina Route 62, 0.2 miles south of Oakbury Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=42253
42303,"K-22","North Carolina / South Carolina",,,"1941","State Historical Commission",34.80789,-79.96914,,"McFarlan","Anson County",North Carolina,"Marker is on U.S. 52, 0.2 miles south of Old Sneedsboro Road (North Carolina Highway 1829), on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=42303
42309,"K-7","Sneedsborough",,,"1938",,34.85003,-79.99077,,"Morven","Anson County",North Carolina,"Marker is at the intersection of U.S. 52 and Old Sneedsboro Road (North Carolina Highway 1829), on the right when traveling south on U.S. 52. ",,http://www.hmdb.org/m.asp?m=42309
42319,"K-6","John J. McRae","1815-1868",,"1938","North Carolina Division of Archives and History",34.84995,-79.99071,,"Morven","Anson County",North Carolina,"Marker is at the intersection of State Highway 52 and Old Sneedsboro Road (State Highway 1829), on the right when traveling south on State Highway 52. ",,http://www.hmdb.org/m.asp?m=42319
42320,"K-40","Thomas Samuel Ashe",,,"1966","North Carolina Archives and Highway Departments",34.96788,-80.06412,"899 E Caswell Street","Wadesboro","Anson County",North Carolina,"Marker is at the intersection of East Caswell Street (U.S. 74) and North Park Drive, on the right when traveling west on East Caswell Street. ",,http://www.hmdb.org/m.asp?m=42320
42321,"K-41","Boggan-Hammond House",,,"1968","North Carolina Division of Archives and History",34.96800,-80.07462,"212 North Washington Street","Wadesboro","Anson County",North Carolina,"Marker is at the intersection of East Caswell Street (U.S. 74) and Greenwood Lane, on the right when traveling east on East Caswell Street. ",,http://www.hmdb.org/m.asp?m=42321
42335,,"The Regulators' Field","A Lesson for the Defeated","Carolinas Campaign",,"North Carolina Civil War Trails",36.00814,-79.52173,"5803 NC Highway 62 South","Burlington","Alamance County",North Carolina,"Marker is on Highway 62, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=42335
42344,"K-55","Hugh Hammond Bennett","1881-1960",,"1994","North Carolina Division of Archives and History",34.97914,-80.10169,"96 Anson High School Road","Wadesboro","Anson County",North Carolina,"Marker is at the intersection of Andrew Jackson Highway (U.S. 74) and Anson High School Road (North Carolina Highway 1259), on the right when traveling east on Andrew Jackson Highway. ",,http://www.hmdb.org/m.asp?m=42344
42349,"KK-1","Brown Creek Soil Conservation District","First in America",,"1962","North Carolina Archives and Highway Departments",34.99345,-80.16677,,"Polkton","Anson County",North Carolina,"Marker is on Andrew Jackson Highway (U.S. 74) 0.4 miles west of Boylin Road (North Carolina Highway 1420), on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=42349
42356,"K-11","Leonidas L. Polk","1837-1892",,"2009","North Carolina Office of Archives and History",35.00152,-80.21418,"680 Highway 74 West","Polkton","Anson County",North Carolina,"Marker is at the intersection of Andrew Jackson Highway (U.S. 74) and Horne-town Road (North Carolina Highway 1259), on the right when traveling east on Andrew Jackson Highway. ",,http://www.hmdb.org/m.asp?m=42356
42508,,"Millard Quentin Plumblee","1906 - 1987",,,,36.28130,-79.36175,"9614 NC Hwy 62 S","Jericho","Caswell County",North Carolina,"Marker is at the intersection of State Highway 62 and Byrd's Sawmill Road, on the right when traveling south on State Highway 62. ",,http://www.hmdb.org/m.asp?m=42508
42514,"L-6","Wm. Henry Belk","1862-1952",,"1936","North Carolina Division of Archives and History",34.98272,-80.55250,"310 West Franklin Street","Monroe","Union County",North Carolina,"Marker is at the intersection of North Charlotte Avenue (State Highway 200) and West Franklin Street (State Highway 75), on the right when traveling south on North Charlotte Avenue. ",,http://www.hmdb.org/m.asp?m=42514
42541,"L-32","Ferdinand Foch",,,"1941","North Carolina State Historical Commission",34.98324,-80.54964,"400 North Main Street","Monroe","Union County",North Carolina,"Marker is at the intersection of North Hayne Street (State Highway 207) and West Jefferson Street (State Highway 200), on the right when traveling east on North Hayne Street. ",,http://www.hmdb.org/m.asp?m=42541
42546,"L-54","David F. Houston",,,"1954","North Carolina Archives Conservation and Highway Departments",34.98341,-80.55111,,"Monroe","Union County",North Carolina,"Marker is at the intersection of West Jefferson Street and North Stewart Street, on the right when traveling west on West Jefferson Street. ",,http://www.hmdb.org/m.asp?m=42546
42550,"L-57","T. Walter Bickett",,,"1955","North Carolina Archives Conservation and Highway Departments",34.98348,-80.54860,"111 East Jefferson Street","Monroe","Union County",North Carolina,"Marker is at the intersection of East Jefferson Street and North Beasley Street, on the right when traveling west on East Jefferson Street. ",,http://www.hmdb.org/m.asp?m=42550
42555,"L-88","A. R. Newsome","1894 - 1951",,"1977","North Carolina Division of Archives and History",34.99275,-80.36933,"515 North Elm Street","Marshville","Union County",North Carolina,"Marker is on North Elm Street (State Highway 205) 0.1 miles Shady Lane (State Highway 1246), on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=42555
42557,"L-13","Granville Grant",,,"1938","North Carolina Archives and Highway Departments",35.50472,-80.60899,"704 North Cannon Boulevard","Kannapolis","Cabarrus County",North Carolina,"Marker is on North Cannon Boulevard (U.S. 29) 0.1 miles north of Venus Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=42557
42670,"L-8","Nathaniel Alexander",,,"1936","North Carolina Department of Conservation and Development",35.32124,-80.66070,,"Harrisburg","Cabarrus County",North Carolina,"Marker is at the intersection of 4815 NC Highway 49 South (State Highway 49) and Morehead Road (State Highway 1300), on the right on 4815 NC Highway 49 South. ",,http://www.hmdb.org/m.asp?m=42670
42692,"L-55","James W. Cannon","1852-1921",,"1955","North Carolina Division of Archives and History",35.45113,-80.60955,"821 Cloverleaf Plaza","Kannapolis","Cabarrus County",North Carolina,"Marker is at the intersection of South Cannon Boulevard (U.S. 29) and Cloverleaf Plaza, on the right when traveling north on South Cannon Boulevard. ",,http://www.hmdb.org/m.asp?m=42692
42696,"L-96","Charles A. Cannon","1892-1971",,"1995","North Carolina Division of Archives and History",35.43565,-80.60367,"920 Church Street North","Concord","Cabarrus County",North Carolina,"Marker is at the intersection of Concord Parkway North (U.S. 29) and Church Street North, on the right when traveling north on Concord Parkway North. ",,http://www.hmdb.org/m.asp?m=42696
42738,"L-50","W. R. Odell",,,"1952","North Carolina Archives, Conservation and Highway Departments",35.41846,-80.58831,,"Concord","Cabarrus County",North Carolina,"Marker is at the intersection of Church Street NE (U.S. 601) and Buffalo Street NW, on the right when traveling north on Church Street NE. ",,http://www.hmdb.org/m.asp?m=42738
42865,"L-84","Red Hill",,,"1975","North Carolina Division of Archives and Highway",35.41458,-80.61303,,"Concord","Cabarrus County",North Carolina,"Marker is at the intersection of Concord Parkway N (Bypass U.S. 29) and McGill Avenue NW, on the right when traveling north on Concord Parkway N. ",,http://www.hmdb.org/m.asp?m=42865
43112,,"Pisgah Covered Bridge","1911",,,,35.54288,-79.89316,"6925 Pisgah Covered Bridge Road","Asheboro","Randolph County",North Carolina,"Marker is on Pisgah Covered Bridge Road, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=43112
43114,,"Kimball Hall",,,,,36.06725,-79.62212,"6136 Burlington Road","Sedalia","Guilford County",North Carolina,"Marker can be reached from Burlington Road (U.S. 70) west of Palmer Farm Road. ",,http://www.hmdb.org/m.asp?m=43114
43115,"5","Canary Cottage",,,,,36.06802,-79.62373,"6136 Burlington Road","Sedalia","Guilford County",North Carolina,"Marker can be reached from Burlington Road (U.S. 70) 0.2 miles west of Palmer Farm Road, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=43115
43116,,"Bell Tower",,,,,36.06668,-79.62208,,"Sedalia","Guilford County",North Carolina,"Marker can be reached from 6136 Burlington Road. ",,http://www.hmdb.org/m.asp?m=43116
43127,,"Meditation Altar",,,,,36.06757,-79.62347,,"Sedalia","Guilford County",North Carolina,"Marker can be reached from 6136 Burlington Road. ",,http://www.hmdb.org/m.asp?m=43127
43305,"7","Dr. Charlotte Hawkins Brown, 1883 - 1961",,,,,36.06770,-79.62320,"6136 Burlington Road","Sedalia","Guilford County",North Carolina,"Marker can be reached from US Highway 70. ",,http://www.hmdb.org/m.asp?m=43305
43306,,"In Memory of Dr. Charlotte Hawkins Brown",,,"1976","The Association for Study of Afro-American Life and History in cooperation with the Amoco Foundation, Inc.",36.06767,-79.62320,"6136 Burlington Road","Sedalia","Guilford County",North Carolina,"Marker can be reached from US Highway 70. ",,http://www.hmdb.org/m.asp?m=43306
43354,"N-25","Elliott Daingerfield","1859-1932",,"1986","(N.C.) Divisions of Archives and History",36.13729,-81.71366,"224 Westglow Circle","Blowing Rock","Watauga County",North Carolina,"Marker is on Blowing Rock Highway (U.S. 221) north of Westglow Circle, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=43354
43356,"N-48","Stanley Harris","1882 - 1976",,"2010","North Carolina Office of Archives and History",36.22085,-81.69169,,"Boone","Watauga County",North Carolina,"Marker is on West King Street (U.S. 321/441) near Poplar Grove Connector Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=43356
43372,"L-49","Stonewall Jackson Training School",,,"1952","North Carolina Office of Archives and History",35.35936,-80.59676,,"Concord","Cabarrus County",North Carolina,"Marker is at the intersection of Old Charlotte Road SW (State Highway 1157) and State Highway 49, on the right when traveling south on Old Charlotte Road SW. ",,http://www.hmdb.org/m.asp?m=43372
43378,"L-52","James P. Cook",,,"1954","North Carolina Archives Conservation and Highway",35.40884,-80.57925,"77 Union Street S","Concord","Cabarrus County",North Carolina,"Marker is at the intersection of Union Street S and Corban Street SE (U.S. 601) on Union Street S. <font color=red> Reported permanently removed.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=43378
43382,"L-91","Warren Coleman","1849-1904",,"1987","North Carolina Division of Archives and History",35.38487,-80.59023,,"Concord","Cabarrus County",North Carolina,"Marker is at the intersection of Warren C. Coleman Boulevard (Bypass U.S. 601) and Main Street SW, on the right when traveling west on Warren C. Coleman Boulevard. ",,http://www.hmdb.org/m.asp?m=43382
43383,"L-102","Barber-Scotia College",,,"2001","North Carolina Office of Archives and History",35.40703,-80.58600,"145 Cabarrus Avenue W","Concord","Cabarrus County",North Carolina,"Marker is on Cabarrus Avenue W (State Highway 1002) east of Crowell Drive SW. ",,http://www.hmdb.org/m.asp?m=43383
43394,,"Battle of Jackson","Caught Bathing at Boone's Mill",,,"North Carolina Civil War Trails",36.37743,-77.45254,,"Garysburg","Northampton County",North Carolina,"Marker is on Boones Mill Road (U.S. 158) ½ mile west of Barrows Mill Road, on the left when traveling east. <font color=red> Reported permanently removed.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=43394
43430,,"Trading Ford",,,"1929","North Carolina Historical Commission and Citizens of Davidson County",35.73083,-80.38055,,"Churchland","Davidson County",North Carolina,"Marker is on Old Salisbury Road (State Highway 1138) 0.1 miles north of Sowers Road (State Highway 1139), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=43430
43431,,"Burning of Winton","""Fire... accompanied the sword""","Coastal Expeditions",,"North Carolina Civil War Trails",36.39796,-76.93255,,"Winton","Hertford County",North Carolina,"Marker is on King Street, 0.1 miles Tryon Street, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=43431
43434,,"Murfreesboro","Naval Target",,,"North Carolina Civil War Trails",36.44230,-77.10077,,"Murfreesboro","Hertford County",North Carolina,"Marker is at the intersection of East Main Street and South Wynn Street, on the right when traveling east on East Main Street. ",,http://www.hmdb.org/m.asp?m=43434
43457,,"Tram Railroad",,,"2001","Kenly Area Historical Society",35.59777,-78.12591,"404 West 2nd Street","Kenly","Johnston County",North Carolina,"Marker is at the intersection of West 2nd Street (State Highway 222) and S. Darden Street, on the right when traveling north on West 2nd Street. ",,http://www.hmdb.org/m.asp?m=43457
43459,,"Wilmington & Weldon RR Trestle","Lee's Lifeline","Confederate Lifeline",,"North Carolina Civil War Trails",36.42973,-77.59233,,"Weldon","Halifax County",North Carolina,"Marker is on U.S. 158, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=43459
43543,"P-67","Civilian Conservation Corps",,,"1986","Division of Archives and History",35.29178,-82.77037,,"Brevard","Transylvania County",North Carolina,"Marker is at the intersection of U.S. 276 and Government Road (Road 475) on U.S. 276. ",,http://www.hmdb.org/m.asp?m=43543
43545,,"Biltmore Forest School","Founded September 1, 1898",,"1950","Biltmore Forest School Alumni",35.35116,-82.77910,,"Brevard","Transylvania County",North Carolina,"Marker can be reached from U.S. 276, ½ mile south of Yellow Gap Road. ",,http://www.hmdb.org/m.asp?m=43545
43546,,"Commissary","Hub of the community",,,,35.35185,-82.78016,,"Brevard","Transylvania County",North Carolina,"Marker can be reached from U.S. 276, 0.4 miles south of Yellow Gap Road. ",,http://www.hmdb.org/m.asp?m=43546
43548,,"Moon Tree",,,,,35.35101,-82.77837,,"Brevard","Transylvania County",North Carolina,"Marker can be reached from U.S. 276, 0.4 miles south of Yellow Gap Road. ",,http://www.hmdb.org/m.asp?m=43548
43674,,"The Blowing Rock",,,,"The Town of Blowing Rock",36.11718,-81.66292,,"Blowing Rock","Watauga County",North Carolina,"Marker can be reached from Cliff Lane, on the right. ",,http://www.hmdb.org/m.asp?m=43674
43790,,"Looking Glass Rock",,,,"Pisgah National Forest, US Forest Service",35.30392,-82.77707,,"Brevard","Transylvania County",North Carolina,"Marker is on U.S. 276, 1.7 miles north of National Forest 475 Road. ",,http://www.hmdb.org/m.asp?m=43790
43792,,"Schoolhouse","Beginning the Forester's Education",,,,35.35106,-82.77908,,"Brevard","Transylvania County",North Carolina,"Marker can be reached from U.S. 276, ½ mile south of Yellow Gap Road. ",,http://www.hmdb.org/m.asp?m=43792
43793,,"Ranger's Dwelling","A home away from home",,,,35.35201,-82.78029,,"Brevard","Transylvania County",North Carolina,"Marker can be reached from U.S. 276, 0.4 miles south of Yellow Gap Road. ",,http://www.hmdb.org/m.asp?m=43793
43794,,"Schenck's Office","Writing the book on forestry in America",,,,35.35235,-82.78070,"11250 Pisgah Hwy","Pisgah Forest","Transylvania County",North Carolina,"Marker can be reached from Pisgah Highway (U.S. 276) 0.4 miles south of Yellow Gap Road. ",,http://www.hmdb.org/m.asp?m=43794
43795,,"Rock House Creek Lodge","A Black Forest Lodge",,,,35.35241,-82.78121,,"Brevard","Transylvania County",North Carolina,"Marker can be reached from U.S. 276, 0.4 miles south of Yellow Gap Road. ",,http://www.hmdb.org/m.asp?m=43795
43798,,"Blacksmith","Keeping horses and equipment in top shape",,,,35.35242,-82.78052,,"Brevard","Transylvania County",North Carolina,"Marker can be reached from U.S. 276, 0.4 miles south of Yellow Gap Road. ",,http://www.hmdb.org/m.asp?m=43798
43850,,"Mingus Mill","An 1886 Turbine Mill",,,,35.52016,-83.30965,,"Great Smoky Mountains National Park","Swain County",North Carolina,"Marker can be reached from U.S. 441, 1.2 miles north of Blue Ridge Parkway, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=43850
43851,,"Mountains: Refuge and Healing",,,,"National Park Service, Department of the Interior.",35.55663,-83.49625,,"Cherokee","Swain County",North Carolina,"Marker can be reached from Clingmans Dome Road, 7.2 miles west of U.S. 441. ",,http://www.hmdb.org/m.asp?m=43851
43855,,"And It Became Land",,,,"National Park Service, Department of the Interior.",35.55678,-83.49628,,"Cherokee","Swain County",North Carolina,"Marker is on Clingmans Dome Road, 7.2 miles west of U.S. 441. ",,http://www.hmdb.org/m.asp?m=43855
43856,,"The Top of the Smokies","Clingmans Dome",,,"National Park Service, Department of the Interior.",35.55693,-83.49630,,"Cherokee","Swain County",North Carolina,"Marker can be reached from Clingmans Dome Road, 7.2 miles west of U.S. 441. ",,http://www.hmdb.org/m.asp?m=43856
43883,,"Daniel Boone Trail Marker","#26",,,,36.13280,-81.67844,,"Blowing Rock","Watauga County",North Carolina,"Marker is on Main Street (Business U.S. 321) near Sunset Drive, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=43883
43971,,"Lt. Harley H. Pope",,,,,35.16571,-79.00373,,"Fort Bragg","Cumberland County",North Carolina,"Marker is on Reilly Street south of Interceptor Road/Hurst Drive, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=43971
43972,,"Bastogne Gables",,,"1953",,35.15450,-78.98896,,"Fort Bragg","Cumberland County",North Carolina,"Marker is on Woodruff Street west of Sturgis Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=43972
43988,,"Hell Hole","Find yourself a place to stay",,,,35.35170,-82.78057,,"Brevard","Transylvania County",North Carolina,"Marker can be reached from U.S. 276, 0.4 miles south of Yellow Gap Road. ",,http://www.hmdb.org/m.asp?m=43988
43998,,"Airlifter's Memorial",,,"1981",,35.16590,-79.00322,,"Fort Bragg","Cumberland County",North Carolina,"Marker can be reached from Reilly Street, 0.1 miles south of Bomard Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=43998
43999,,"DC-3/C-47 ""Skytrain""",,,,,35.16546,-79.00319,,"Fort Bragg","Cumberland County",North Carolina,"Marker is on Reilly Street, 0.1 miles south of Bomard Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=43999
44001,,"C-119 ""Packet""",,,,,35.16580,-79.00348,,"Fort Bragg","Cumberland County",North Carolina,"Marker is on Reilly Street, 0.1 miles south of Bomard Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=44001
44002,,"C-123 ""Provider""",,,,,35.16621,-79.00371,,"Fort Bragg","Cumberland County",North Carolina,"Marker is on Reilly Street, 0.1 miles south of Bomard Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=44002
44003,,"C-130 ""Hercules""",,,,,35.16671,-79.00378,,"Fort Bragg","Cumberland County",North Carolina,"Marker is on Reilly Street, 0.1 miles south of Bomard Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=44003
44004,,"Pope Air Force Base Air Park",,,"1994","Pope Air Force Base",35.16644,-79.00329,,"Fort Bragg","Cumberland County",North Carolina,"Marker can be reached from Reilly Street south of Bomard Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=44004
44005,,"Pope Airmen Memorial",,,,,35.16534,-79.00360,,"Fort Bragg","Cumberland County",North Carolina,"Marker is on Rielly Street south of Bomard Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=44005
44006,,"Pope Airmen Memorial",,,,"Military Affairs Committee, Fayetteville Area Chamber of Commerce",35.16583,-79.00390,,"Fort Bragg","Cumberland County",North Carolina,"Marker is on Reilly Street south of Bomard Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=44006
44007,,"Enlisted Personnel Memorial",,,,,35.16565,-79.00383,,"Fort Bragg","Cumberland County",North Carolina,"Marker is on Reilly Street south of Bomard Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=44007
44222,,"Draw Road","A link with the outside world",,,,35.35116,-82.78074,,"Brevard","Transylvania County",North Carolina,"Marker can be reached from U.S. 276, ½ mile south of Yellow Gap Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=44222
44224,,"Wash Place","Keeping themselves clean",,,,35.35144,-82.78077,,"Brevard","Transylvania County",North Carolina,"Marker can be reached from U.S. 276, ½ mile south of Yellow Gap Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=44224
44317,"P-28","Gun Shop & Forge",,,"1990","Division of Archives and History",35.39105,-82.56825,,"Mills River","Henderson County",North Carolina,"Marker is at the intersection of South Mills River Road (County Route 1338) and Boylston Highway (North Carolina Highway 280), on the right when traveling east on South Mills River Road. ",,http://www.hmdb.org/m.asp?m=44317
44380,,"Eli Hoyle House","C.1832",,,,35.32665,-81.14145,,"Dallas","Gaston County",North Carolina,"Marker is on 1103 Dallas-Stanley Hwy. ",,http://www.hmdb.org/m.asp?m=44380
44381,"O-9","Iron Works",,,"1957","Archives and Highway Departments",35.44297,-81.15547,,"Iron Station","Lincoln County",North Carolina,"Marker is on 4897 E.Hwy 27. ",,http://www.hmdb.org/m.asp?m=44381
44382,"O-7","Schenck-Warlick Mill",,,"1975","Division of Archives and History",35.47828,-81.22707,"1931 E Main Street","Lincolnton","Lincoln County",North Carolina,"Marker is on East Main Street (State Highway 150/27) west of Stanford Road, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=44382
44383,"O-66","William A. Hoke","1851-1925",,"1973","Office of Archives and History",35.47282,-81.25219,,"Lincolnton","Lincoln County",North Carolina,"Marker is at the intersection of East Main Street (State Highway 27) and South Cedar Street, on the right when traveling east on East Main Street. ",,http://www.hmdb.org/m.asp?m=44383
44384,"O-8","Stephen D. Ramseur","1837-1864",,"2007","North Carolina Office of Archives and History",35.47300,-81.25226,,"Lincolnton","Lincoln County",North Carolina,"Marker is on East Main Street (State Highway 27), on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=44384
44385,"O-41","U.D.C. Memorial Hall",,,"2007","North Carolina Office of Archives and History",35.47272,-81.25786,"311 N Aspen St","Lincolnton","Lincoln County",North Carolina,"Marker is at the intersection of North Aspen Street and West Pine Street, on the right when traveling south on North Aspen Street. ",,http://www.hmdb.org/m.asp?m=44385
44386,,"The Battle of Ramsour's Mill",,,"1930","The Jacob Forney Chapter D.A.R.",35.47189,-81.25724,,"Lincolnton","Lincoln County",North Carolina,"Marker is at the intersection of Court Square and North Aspen Street, on the left when traveling west on Court Square. ",,http://www.hmdb.org/m.asp?m=44386
44388,,"North State Hotel",,,,,35.47111,-81.25738,,"Lincolnton","Lincoln County",North Carolina,"Marker is at the intersection of Court Square (State Highway 27) and West Main Street, on the right when traveling south on Court Square. ",,http://www.hmdb.org/m.asp?m=44388
44390,"O-28","André Michaux",,,"1949","Archives, Conservation, and Highway Departments",35.47101,-81.25774,,"Lincolnton","Lincoln County",North Carolina,"Marker is on West Main Street (State Highway 27) east of North Government Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=44390
44397,"O-3","Battle of Ramsour's Mill",,,"1936","State Historical Commission",35.47845,-81.25920,"767 N Aspen St","Lincolnton","Lincoln County",North Carolina,"Marker is on North Aspen Street south of Dixon Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=44397
44398,,"The Patriot Captains' Gravesite",,,,"Lincoln County Historical Association",35.47722,-81.26415,,"Lincolnton","Lincoln County",North Carolina,"Marker is on Jeb Seagle Drive north of Linwood Drive, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=44398
44399,,"The John Martin Shuford Gravesite",,,,"Lincoln County Historical Association",35.47700,-81.26645,,"Lincolnton","Lincoln County",North Carolina,"Marker can be reached from Jeb Seagle Drive, 0.2 miles north of Linwood Drive, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=44399
44400,"O 35","Connie M. Guion","1882-1971",,"2001","Division of Archives and History",35.46578,-81.26865,"782 W Highway 27","Lincolnton","Lincoln County",North Carolina,"Marker is at the intersection of State Highway 27 and Spake Road (State Highway 1224), on the right when traveling west on State Highway 27. ",,http://www.hmdb.org/m.asp?m=44400
44402,"O-45","J.G. Arends",,,"1953","Archives Conservation and Highway Departments",35.46963,-81.25604,,"Lincolnton","Lincoln County",North Carolina,"Marker is on South Aspen Street south of Church Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=44402
